PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Text Value,Standard Units,Activity Comment,Data Validity Comment
105,469879910,136558582,C1CN(CCC1C2=CC=CC=N2)CC3=CC4=NC=CN=C4C=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
106,482064522,168281779,B1(C2=C(CO1)C=CC(=C2)NC(=O)C3=CC(=CC=C3)OCC4=C(C=CC=C4Cl)Cl)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
107,482064522,168281779,B1(C2=C(CO1)C=CC(=C2)NC(=O)C3=CC(=CC=C3)OCC4=C(C=CC=C4Cl)Cl)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
108,494426908,132305662,C1CN(CCN1CC2=CC3=C(C=C2)C=NN3)C4=NC=CC5=C4C=CS5,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
109,504819914,146279852,CC1(CC2=C(CN1CC3CCCCC3)C(=C(S2)NC(=O)CC4=CC=C(C=C4)S(=O)(=O)N)C#N)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
110,504821539,16803071,COC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)C(=O)NC3=NC4=CC=CC=C4S3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
111,504821539,16803071,COC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)C(=O)NC3=NC4=CC=CC=C4S3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
112,520054135,57920419,C1=CC2=C(C(=C(S2)C(=O)O)Br)N=C1,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
113,520054139,121583691,C1=CC=C(C=C1)OCCS(=O)(=O)C2=NC=CS2,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
114,520054167,128849760,CN1C(=NC=N1)SC2=NC(=NS2)C3CCCC3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
115,520054175,177658009,C1=CC=C(C(=C1)C(=O)N)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=CC=C3Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
116,520054181,177658013,CC(C)NC(=O)[C@@H](C1=C2C(=CC(=C1)Cl)NC(=N2)C3=CC=CC=C3)NC4=CC5=C(CNC5)C=C4,Active,,,,4.105,IC50,=,4105,,nM,,
117,520054181,177658013,CC(C)NC(=O)[C@@H](C1=C2C(=CC(=C1)Cl)NC(=N2)C3=CC=CC=C3)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,10.204,IC50,=,10204,,nM,,
118,520054181,177658013,CC(C)NC(=O)[C@@H](C1=C2C(=CC(=C1)Cl)NC(=N2)C3=CC=CC=C3)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,35.78,IC50,=,35780,,nM,,
119,520055915,97236396,C1=CSC(=C1)C2=NOC(=N2)C[S@](=O)C3=CC=CS3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
120,520055921,177658409,C1COC[C@H]1NC(=O)C2=C(C=CC(=C2)Cl)NS(=O)(=O)C3=CC=C(C=C3)OC4=CC=CC=C4Cl,Unspecified,,,,67.373,IC50,=,67373,,nM,,
121,520055934,177658422,C1=CC=C(C(=C1)OC2=CC=C(C=C2)NS(=O)(=O)C3=CNC4=C3C=C(C=C4)Cl)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
122,520055958,177658445,CC(C)(C)OC(=O)CN1C=CN=C(C1=O)N2CC[C@H](C2)CO,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
123,520055961,177658448,CNC(=O)C1=C(C=CC(=C1)OC)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=CC=C3Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
124,520055962,177658449,C[C@H]1COCCN1C(=O)C2=C(C=CC(=C2)Cl)NS(=O)(=O)C3=CC=C(C=C3)OC4=CC=CC=C4Cl,Unspecified,,,,95.64,IC50,=,95640,,nM,,
125,520056901,167966443,C1=C(N=CO1)CNCC2=CSC(=N2)C(F)(F)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
126,520056915,177658680,C1CN(CCC1C(=O)NC2=NC(=CC=C2)Br)C3=CC=C(C=C3)C=O,Unspecified,,,,14.446,IC50,=,14446,,nM,,
127,520057908,121530707,C1CN(CCC1N2C=C(C=N2)Br)CC3=CSN=N3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
128,520057914,130622986,CC1=NN=NN1CC2=NC=C(S2)Br,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
129,520057918,177658930,CC1=CC=C(S1)CNC(=O)C2=C(C=CC(=C2)Cl)NS(=O)(=O)C3=CC=C(C=C3)OC4=CC=CC=C4Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
130,520057940,177658951,CC(C)(CO)NC(=O)C1=CC(=CC(=C1)Cl)NCC2=CC(=CC=C2)C(=O)NC,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
131,520057943,177658953,C1[C@H](CNC1=O)CNC(=O)C2=C(C=CC(=C2)Cl)NS(=O)(=O)C3=CC=C(C=C3)OC4=CC=CC=C4Cl,Unspecified,,,,79.349,IC50,=,79349,,nM,,
132,520057957,177658966,CCCC[C@@H](C(=O)N[C@@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)C(=O)N)N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
133,520057972,177658981,CCCC[C@@H](C(=O)N[C@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)C(=O)N)N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
134,520058998,177659251,CC1=NN(C=C1C2CCNCC2)[C@@H](C)C3=NN=C(O3)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
135,520059015,177659264,CCN1C=CN=C(C1=O)N2CC[C@@H](C2)C3=CN=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
136,520059020,72000161,C1=CC2=NC(=CC(=O)N2C=C1)CN3C=CC(=O)C4=C3C=CS4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
137,520059031,177659279,CCCN(C)C(=O)C1=C(C=CC(=C1)Cl)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=CC=C3Cl,Unspecified,,,,27.915,IC50,=,27915,,nM,,
138,520059964,177659501,C[C@@H](CNC(=O)C1=C(C=CC(=C1)Cl)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=CC=C3Cl)COC,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
139,520059986,177659522,CCCCCNC(=O)C1=C(C=CC(=C1)Cl)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=CC=C3Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
140,520061733,177659895,CNC(=O)C1=C(C=CC(=C1)C#N)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=CC=C3Cl,Unspecified,,,,44.849,IC50,=,44849,,nM,,
141,520062644,81318706,C1=CC=C2C(=C1)N=C(S2)NC(=O)C3=NC=C(C=C3)N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
142,520062654,177660070,C[C@H]([C@H]1CCCO1)NC(=O)C2=C(C=CC(=C2)Cl)NS(=O)(=O)C3=CC=C(C=C3)OC4=CC=CC=C4Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
143,520062655,177660071,C1CN(CCC1C(=O)N2CCN(CC2)C3=C(C=C(C=C3)[N+](=O)[O-])C(F)(F)F)C4=CC=C(C=C4)C=O,Unspecified,,,,99.94,IC50,>,99940,,nM,Falls Outside The Dose Series,
144,520062664,177660079,C1CN(CCC1C(=O)NCCC2=CC(=C(C=C2)O)O)C3=CC=C(C=C3)C=O,Unspecified,,,,34.998,IC50,=,34998,,nM,,
145,520062667,177660081,COC1CN(C1)C(=O)C2=C(C=CC(=C2)Cl)NS(=O)(=O)C3=CC=C(C=C3)OC4=CC=CC=C4Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
146,520062689,177660102,C1C(CC1NC(=O)[C@H](C2=CC=C(C=C2)OCC3=CC=CC=C3)NC(=O)OCC4=CC=CC=C4)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
147,520062692,177660105,CCN1C=CN=C(C1=O)N2CC[C@@H](C2)C3=CC=NN3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
148,520062693,177660106,C1C[C@@H](OC1)CNC(=O)C2=C(C=CC(=C2)Cl)NS(=O)(=O)C3=CC=C(C=C3)OC4=CC=CC=C4Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
149,520063582,137989751,COC1=CC2=C(C=C1)C(=O)NN2S(=O)(=O)C3=CC=C(C=C3)C(=O)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
150,520063586,177660320,C1=CC=C(C=C1)COC(=O)N[C@@H](C2=CC=C(C=C2)Br)C(=O)NC3=CC=CC(=C3)CN,Unspecified,,,,88.342,IC50,=,88342,,nM,,
151,520063586,177660320,C1=CC=C(C=C1)COC(=O)N[C@@H](C2=CC=C(C=C2)Br)C(=O)NC3=CC=CC(=C3)CN,Unspecified,,,,63.109,IC50,=,63109,,nM,,
152,520063590,167791004,CC1=COC(=N1)SCC2=C(N=C(S2)OC)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
153,520063601,7889206,CC1=NN=C(O1)CSC2=NC=NC3=C2C=CS3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
154,520064496,177660539,C1CN(C[C@H]1CO)C(=O)C2=C(C=CC(=C2)Cl)NS(=O)(=O)C3=CC=C(C=C3)OC4=CC=CC=C4Cl,Unspecified,,,,91.153,IC50,=,91153,,nM,,
155,520064512,177660554,C1C[C@@H](N(C1)C2=CC=NC3=CC=CC=C32)CN4C=C(N=N4)C(=O)N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
156,520065537,177660809,CC[C@H]1CCN(C1)C(=O)C2=C(C=CC(=C2)Cl)NS(=O)(=O)C3=CC=C(C=C3)OC4=CC=CC=C4Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
157,520065538,138005712,C1(=C(SC2=C1SN=N2)Br)C(=O)O,Unspecified,,,,69.512,IC50,=,69512,,nM,,
158,520066672,177661060,CNC(=O)C1=C(C=CC(=C1)Cl)NS(=O)(=O)C2=CC=CC(=C2)OC3=CC=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
159,520066676,177661064,C1CNC(=O)[C@H]1NC(=O)C2=C(C=CC(=C2)Cl)NS(=O)(=O)C3=CC=C(C=C3)OC4=CC=CC=C4Cl,Unspecified,,,,87.347,IC50,=,87347,,nM,,
160,520066694,129370177,C[S@@](=O)C1=NN=CN1CC2=CC=C(S2)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
161,520066708,177661092,CCCC[C@H](C(=O)N[C@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)CN)NC(=O)OC(C)(C)C,Unspecified,,,,36.419,IC50,=,36419,,nM,,
162,520066710,177661094,CCC1=CC(=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=CC=C3Cl)C(=O)NC,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
163,520066729,177661113,CC(C)CN1C=CC=C(C1=O)C(=O)NC2=C(C=NC=C2)OC,Unspecified,,,,,IC50,,,IC50 could not be calculated,,,
164,520066730,177661114,C1=CC=C(C(=C1)OC2=CC=C(C=C2)S(=O)(=O)NC3=C(C=C(C=C3)Cl)C(=O)NCC4=NNN=C4)Cl,Unspecified,,,,29.873,IC50,=,29873,,nM,,
165,520067546,177661259,CNC(=O)C1=C(C=CC(=C1)Cl)NS(=O)(=O)C2=CN=C(C=C2)OC3CCCC3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
166,520067549,126816063,C1=CC=C(C=C1)C=CC2=NN(N=N2)CC3=CC=C(C=C3)C(=O)N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
167,520067574,135690425,C1=CC=C(C(=C1)SCC2=NC3=C(C(=O)N2)SC=C3)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
168,520067579,177661289,CC[C@H](C#N)NC(=O)C1=C(C=CC(=C1)Cl)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=CC=C3Cl,Unspecified,,,,42.432,IC50,=,42432,,nM,,
169,520067586,177661296,C1CN(CCN1CCC2=CC=CC=C2)C(=O)C(=O)/C=C/C3=CC=C(C=C3)N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
170,520067588,71979618,C1=C(N=CS1)CN2C(=NC(=N2)Br)Br,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
171,520068350,177661473,CN(C)C1=CC=C(C=C1)/C=C/C(=O)C(=O)N2CCOCC2,Unspecified,,,,88.799,IC50,=,88799,,nM,,
172,520068357,177661480,C1CN(CCN1)C2=CC=C(C=C2)/C=C/C(=O)C(=O)N3CCOCC3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
173,520068363,177661486,CN1[C@@H]2CCC[C@H]1CC(C2)NC(=O)C3CCN(CC3)C4=CC=C(C=C4)C=O,Unspecified,,,,98.714,IC50,=,98714,,nM,,
174,520068368,53520900,C1=NN=C(S1)SCCCSC2=NN=CS2,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
175,520068374,177661495,CCCC[C@@H](C(=O)N[C@@H](C1=CC=CC=C1)C(=O)NCC2=CC=C(C=C2)CN)NC(=O)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
176,520069244,177661568,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC4=C(C=C3)NN=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
177,520069245,177661569,C1C2=C(C=CC=C2NC1=O)C(=O)NC3=CC=NN3CC4=CC=NC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
178,520069246,177661570,CC1=CC(=C2C=NN(C2=N1)C3=CC=C(C=C3)F)C(=O)NC4=CC=CC(=C4)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
179,520069247,177661571,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=CC=CC(=C3)[C@H]4CCOC4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
180,520069248,177661572,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2F)C(=O)NC3=CC=CC(=C3)CN)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
181,520069249,177661573,C1CN(CCC1C(=O)N2CCC(CC2)N3CCC4=CC=CC=C4C3)C5=CC=C(C=C5)C=O,Unspecified,,,,99.94,IC50,>,99940,,nM,Falls Outside The Dose Series,
182,520069250,177661574,C1=CC=C2C(=C1)C(=CN2)CNCC3=CC=C(C=C3)C4=CSC=N4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
183,520069251,177661575,C1C2=C(CN1)C=C(C=C2)N[C@@H](C3=C(C=CC(=C3)Br)OCC(=O)N)C(=O)NCC(F)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
184,520069252,177661576,CCN1C2=CC=CC=C2N=C(C1=O)N3C[C@H]([C@@H](C3)C4=CN=CN4C)CO,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
185,520069253,177661577,C1CN(CCN(C1)C2=NC(=NO2)C3=CC(=CC(=C3)Cl)Cl)C4=C(C=CC=N4)C(=O)N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
186,520069254,177661578,C1CC(C1)C(C2CCC2)[C@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
187,520069255,177661579,C1COC2=CN=C(C=C2O1)NC(=O)C3=C4CC(=O)NC4=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
188,520069256,177661580,CC(C)CNC(=O)C1=C2C(=CC(=C1)Cl)NC(=N2)C3=CC=CC(=C3)C#N,Unspecified,,,,,IC50,,,IC50 could not be calculated,,,
189,520069257,177661581,CC1=C(C(=NO1)C)C(=O)N[C@H](C2=CC=C(C=C2)OCC3=CC=CC=C3)C(=O)NC4=CC=CC(=C4)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
190,520069258,177661582,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC(=CC(=C3)C4=CNN=C4)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
191,520069259,177661583,CC(C)C1=NOC2=C1C(=CC(=N2)C3CC3)C(=O)NC4=CC=CC(=C4)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
192,520069260,177661584,C1CNC[C@H]1CC2=NC(=CS2)C(=O)NC3=NC=CC(=C3)C4=CN=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
193,520069261,177661585,C1=CC(=CC(=C1)N[C@@H](C#N)C2=C3C=NNC3=CC(=C2)Cl)C4=NNN=N4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
194,520069262,177661586,C1CCN(C1)C2=CC(=CC(=C2)C(=O)NC3=CC=CC(=C3)CN)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
195,520069263,177661587,C[C@@H]1CNC[C@H]1C2=CC=C(C=C2)NC(=O)C3=CC4=C(C=C3)NCCS4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
196,520069264,177661588,CC1=CC(=CC2=C1N=CN2)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
197,520069266,177661590,C1CC2=C(C[C@H]1N)C=CC(=C2)C3=NN(C=C3)C4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
198,520069267,177661591,C1CC(C1)(C2=CC(=CC=C2)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4)N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
199,520069268,177661592,C1CC2=CC(=C(C=C2C1)NS(=O)(=O)C3=CC=C(C=C3)F)C(=O)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
200,520069269,177661593,CCN1C=CN=C(C1=O)N2CCC[C@H]2C(=O)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
201,520069270,177661594,C1CNCCC1NC2=NC=C(C=C2)S(=O)(=O)NC3=C(C=C(C=C3)Cl)C(=O)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
202,520069271,177661595,CC1=NC(=CS1)COC2=CC=C(C=C2)[C@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
203,520069272,177661596,CN1C=C(C=N1)[C@@H]2C[C@@H](CC(=O)N2)C(=O)NC3=CC=CC(=C3)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
204,520069273,177661597,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C(=O)NC3=CC=CC(=C3)C4=NNN=C4)Cl,Unspecified,,,,55.737,IC50,=,55737,,nM,,
205,520069274,177661598,CC1=C(C=C(N1C)C2CCCCC2)C(=O)NC3=NC=CC(=C3)C4=CN=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
206,520069275,177661599,CC1=NN=NN1C2=C(C=CC(=C2)NS(=O)(=O)C3=C(C=C(C=C3)Cl)C(=O)O)OC,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
207,520069276,177661600,CC(C)(C)OC(=O)N1C[C@H]([C@@H](C1)O)C2=CNC3=CC=CC=C32,Unspecified,,,,,IC50,,,IC50 could not be calculated,,,
208,520069277,177661601,CN(C)CC1=CC(=CN=C1)NC(=O)[C@H](C2=CC=C(C=C2)OCC3=CC=CC=C3)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
209,520069278,177661602,C1=CC=C(C=C1)COC(=O)N[C@@H](CC(=O)NC2=CC=CC(=C2)CN)C3=CC(=C(C=C3)Cl)F,Unspecified,,,,97.642,IC50,=,97642,,nM,,
210,520069279,177661603,CC1=NC(=CS1)C2=CC=C(C=C2)[C@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
211,520069280,177661604,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NCC3=CC=C(C=C3)F)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
212,520069281,177661605,CC1=C(C(=NN1C)C(=O)NC2=NC=CC(=C2)C3=CN=CC=C3)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
213,520069282,177661606,CCN1C2=CC=CC=C2N=C(C1=O)N3CC[C@]4(C3)COC(=O)N4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
214,520069283,177661607,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=CC=CC(=C3)C4=COC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
215,520069284,177661608,C1CC[C@H]2[C@@H](CC1)[C@H]([C@H]2C(=O)NCC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,14.36,IC50,=,14360,,nM,,
216,520069284,177661608,C1CC[C@H]2[C@@H](CC1)[C@H]([C@H]2C(=O)NCC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,63.155,IC50,=,63155,,nM,,
217,520069284,177661608,C1CC[C@H]2[C@@H](CC1)[C@H]([C@H]2C(=O)NCC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,44.376,IC50,=,44376,,nM,,
218,520069285,177661609,C1CO[C@@]2(C[C@@H]1NC2)CNC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
219,520069286,177661610,CC1=C(C=C(N1C)C2=CC=CC=C2)C(=O)NC3=NC=CC(=C3)C4=CN=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
220,520069287,177661611,C1CC1CNC(=O)C2=C(C=CC(=C2)Cl)NS(=O)(=O)C3=CC=C(C=C3)OC4=CC=CC=C4Cl,Unspecified,,,,21.989,IC50,=,21989,,nM,,
221,520069288,177661612,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=NC=CC(=C3)C(=O)N4CC[C@@H](C4)C(=O)N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
222,520069289,177661613,CC1=CC(=C(N1C)C)C(=O)NC2=NC=CC(=C2)C3=CN=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
223,520069291,177661615,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@@H](C(=O)NC3=CC=CC(=C3)CN)N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
224,520069292,177661616,CC[C@H]1CN(CC2=CC=CC=C12)C(=O)C3=CC=C(C=C3)C4(CC4)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
225,520069293,177661617,CC1=NC=CN1CCOC2=CC=CC(=C2)[C@@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
226,520069294,177661618,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Active,,,,8.048,IC50,=,8048,,nM,,
227,520069295,177661619,C1CCC(C1)OC2CCC(CC2)NC(=O)C3=C4CC(=O)NC4=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
228,520069296,177661620,CCOCC1(CC1)C2=NC3=C(C=C(C=C3N2)F)C(=O)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
229,520069297,177661621,C1CC2=C(C1)NN=C2CN3CCC(CC3)C4=CSC=N4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
230,520069298,177661622,C1=CC=C(C(=C1)OC2=NC=C(C=C2)S(=O)(=O)NC3=C(C=C(C=C3)Cl)C(=O)O)Cl,Unspecified,,,,46.928,IC50,=,46928,,nM,,
231,520069299,177661623,CN1CCN(CC1)CC2=CC=CC=C2CNC(=O)[C@H](C3=CC=C(C=C3)OCC4=CC=CC=C4)NC(=O)OCC5=CC=CC=C5,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
232,520069300,177661624,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C(=O)NC3=CC=C(C=C3)CCCCN)Cl,Unspecified,,,,11.833,IC50,=,11833,,nM,,
233,520069300,177661624,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C(=O)NC3=CC=C(C=C3)CCCCN)Cl,Unspecified,,,,19.524,IC50,=,19524,,nM,,
234,520069301,177661625,CCN1C=CC(=N1)C2=CC=C(C=C2)[C@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
235,520069302,177661626,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C(=O)NC3=CC(=CC(=C3)C4=NNN=N4)Br)Cl,Active,,,,5.851,IC50,=,5851,,nM,,
