PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,IC50 Modifier,IC50,IC50 Hill Slope,IC50 NormChi2,IC50 StdDev Modifier,IC50 StdDev,Max CPE Inhibition,Max CPE Inibition Conc,Min CPE Inhibition,Min CPE Inhibition Conc,CPE Inhibition @ 20 uM,CPE Inhibition @ 10 uM,CPE Inhibition @ 5 uM,CPE Inhibition @ 2.5 uM,CPE Inhibition @ 1.25 uM,CPE Inhibition @ 0.625 uM,CPE Inhibition @ 0.313 uM,CPE Inhibition @ 0.156 uM,CPE Inhibition @ 0.078 uM,CPE Inhibition @ 0.039 uM
RESULT_TYPE,,,,,,,,STRING,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,,,,,,,Maximum Inhibition achieved across all concentrations,Concentration (uM) at Maximum Inhibition,Minimum Inhibition achieved across all concentrations,Concentration (uM) at Minimum Inhibition,,,,,,,,,,
RESULT_UNIT,,,,,,,,,MICROMOLAR,NONE,NONE,,NONE,PERCENT,MICROMOLAR,PERCENT,MICROMOLAR,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,
544,24822371,2729692,CC1=C(C(C(=C(N1)C)C#N)C2=CC=CC=C2OC)C#N,Inactive,0,,,,,,,,,17.57,20,-1.95,0.039,17.57,6.26,1.98,1.77,-0.07,1.1,2.15,-0.75,0.27,-1.95
545,24829710,2421552,CC(C)CCN(C1=C(N(C(=O)NC1=O)CC2=CC=CC=C2)N)C(=S)NC(=O)C3CCCCC3,Inactive,0,,,,,,,,,7,20,-2.97,0.156,7,3.29,1.38,-1.55,2.17,-1.53,2.37,-2.97,-1.62,0.67
546,24831334,4834251,CC1CC1C(=O)NC2=NC(=CS2)C3=CC=C(S3)Cl,Inactive,0,,,,,,,,,13.58,5,-0.21,0.039,12.04,13.19,13.58,10.65,5.59,1.63,4.66,5.76,0.92,-0.21
547,24831608,135413432,CCN(CC(=C)C)C(=O)CSC1=NC(=CC(=O)N1C2CCCC2)O,Inactive,0,,,,,,,,,3.06,1.25,-3.15,5,-1.91,-1.81,-3.15,0.13,3.06,-0.09,2.01,2.3,2.11,-0.77
548,24815844,7162439,C1=CC=NC(=C1)CSC2=NN=C(C=C2)C3=CN=CC=C3,Inactive,0,,,,,,,,,5.53,5,-0.82,0.078,0.68,0.38,5.53,0.69,-0.74,0.22,-0.17,0.58,-0.82,0.92
549,24830865,2418504,CC1=C(C(=NN1CC(=O)OCCOC2=CC=C(C=C2)Br)C)[N+](=O)[O-],Inactive,0,,,,,,,,,4.3,5,-2.36,0.039,2.41,-1.11,4.3,3.13,-0.6,1.94,3.08,1.67,2.46,-2.36
550,24815364,135405509,CCC(C)SC1=NC2=C(C(C3=C(N2)CCCC3=O)C4=CC=CS4)C(=O)N1,Inactive,0,,,,,,,,,10.12,20,-1.4,0.078,10.12,4.32,1.42,2.55,2.61,-0.14,2.4,0.51,-1.4,2.91
551,24801748,1040372,CCOC(=O)C1=C(SC(=C1C)C)NC(=O)CSC2=CC=CC=C2C(=O)O,Inactive,0,,,,,,,,,19.34,20,-3.18,0.625,19.34,2.44,0.94,4.38,3.15,-3.18,0.89,2.64,-0.44,1.06
552,24801592,2921960,C1CCC2=C(CC1)SC(=C2C#N)NC(=O)C3CC(=CCC3C(=O)O)Cl,Inactive,0,,,,,,,,,17.12,20,-4.72,0.625,17.12,4.59,1.16,-0.09,-0.19,-4.72,2.48,-0.24,1.12,-1.48
553,24783623,1226497,CN1CCN(CC1)C(=S)NC(=O)C2=CC=C(C=C2)Cl,Inactive,0,,,,,,,,,29.22,20,-4.06,0.078,29.22,11.41,4.81,2.35,0.41,-0.54,1.87,-0.92,-4.06,-0.13
554,24803139,5874617,CC1=CC=C(C=C1)C2=NN3C(=C(C(=O)N=C3S2)/C=C/4\C=CC(=O)C(=C4)OC)N,Inactive,0,,,,,,,,,29.91,20,2.73,0.039,29.91,20.46,9.7,6.59,7.74,5.89,6.7,6.75,2.94,2.73
555,24797817,1356269,C1=CC=C(C=C1)CNS(=O)(=O)C2=C(C=CC(=C2)C(=O)NC3=CC=CC=C3C(=O)O)Br,Inactive,0,,,,,,,,,21.58,20,-0.61,0.625,21.58,18.75,9.77,4.96,1.67,-0.61,2.2,-0.45,2.23,0.21
556,24799750,16191420,C1CN(CCC1(CCOC2=CC=CC=C2)CO)CC3=NC4=C(N3)C=C(C=C4)F,Inactive,0,,,,,,,,,7.83,20,-1.3,2.5,7.83,4.87,2.27,-1.3,3.7,1.43,6.96,5.01,7.32,-0.18
557,24800562,16192231,CCOC(=O)C1(CCN(CC1)C2CCSCC2)CCCC3=CC=CC=C3,Inactive,0,,,,,,,,,11.31,20,-4.66,5,11.31,3.02,-4.66,-3.6,-4.64,-0.17,-4.6,-1.68,-2.66,4.45
558,24837163,135520041,CCN=C1N(C(=CS1)C)/N=C/C2=CC(=C(C(=C2)Br)O)Br,Inactive,0,,,,,,,,,2.75,10,-5.09,2.5,-2.38,2.75,0.79,-5.09,2.14,-0.17,-1.76,-0.94,0.57,-2.91
559,24814651,16194436,CC1=CC=C(C=C1)N2C=CC=C2/C=C/3\C(=N)N4C(=NC3=O)SC(=N4)C(C)C,Inactive,0,,,,,,,,,29.02,10,1.08,0.156,25.24,29.02,16.61,12.97,7.87,6.77,1.25,1.08,11.16,1.43
560,24821136,3253751,CC1=CC(=C(C=C1)OC)NC(=O)C2COC3=CC=CC=C3O2,Inactive,0,,,,,,,,,11.12,20,-5.52,0.156,11.12,4.08,-2.91,0.35,-2.9,-2.85,-5.27,-5.52,-5.07,-3.86
561,24814464,16194365,CC1=CC=C(C=C1)N2C=CC=C2/C=C\3/C(=N)N4C(=NC3=O)SN=C4S(=O)(=O)C,Inactive,0,,,,,,,,,12.13,20,-0.6,0.039,12.13,2.88,4.73,-0.09,3.06,3.96,-0.07,2.01,4.7,-0.6
562,24814656,16194440,CS(=O)(=O)C1=NSC2=NC(=O)/C(=C\C3=CC=CN3C4=CC=CC=C4Cl)/C(=N)N21,Inactive,0,,,,,,,,,8.16,20,-3.87,0.156,8.16,0.95,0.11,2.93,0.6,1.84,-0.12,-3.87,3.31,2.83
563,24813988,135472770,C1=CC=C(C=C1)CC(C(=O)O)N=CC2=C(C3=CC=CC=C3OC2=O)O,Inactive,0,,,,,,,,,7.31,20,-2.37,1.25,7.31,3.59,0.66,-0.55,-2.37,0.04,1.14,2.15,0.45,-0.62
564,24787354,1870190,CC1=C(C=C(C=C1)C(=O)O)NC(=S)NC(=O)C2=CC3=CC=CC=C3C=C2OC,Inactive,0,,,,,,,,,17.84,20,-1.16,0.156,17.84,9.2,6.05,5.3,2.39,2.88,1.04,-1.16,2.34,2.73
565,24830057,2399664,C1CN(CCN1C2=CC=CC=C2Cl)C(=O)C3=NC4=CC=CC=C4C=C3,Inactive,0,,,,,,,,,8.76,20,-1.3,0.078,8.76,4.87,4.08,1.03,2.9,2.02,-0.61,-0.86,-1.3,-0.26
566,24812944,16193840,CC(C)CC1=NN2C(=N)/C(=C\C3=COC4=CC=CC=C4C3=O)/C(=O)N=C2S1,Inactive,0,,,,,,,,,13.52,20,-0.75,0.156,13.52,5.91,1.47,0.41,1.59,3.39,2.5,-0.75,0.25,-0.19
567,24828260,2565067,CCCN1C(=C(C(=O)NC1=O)C(=O)CSC2=NC3=CC=CC=C3C(=O)N2C4=CC=C(C=C4)OC)N,Inactive,0,,,,,,,,,2.81,0.039,-2.03,5,1.41,2.08,-2.03,-1.87,-1.79,1.28,-0.49,0.84,0.49,2.81
568,24824798,2766662,C1=CC=C(C=C1)C2=CNN(C2=O)C3=CC(=CC=C3)[N+](=O)[O-],Inactive,0,,,,,,,,,15.91,10,0.64,0.078,14.91,15.91,12.91,7.59,7.34,,1.56,5.5,0.64,4.01
569,24836111,16196776,CCC1=CC2=C(S1)N=C(N(C2=O)CC=C)SC(C)C(=O)N,Inactive,0,,,,,,,,,17.99,20,-2.29,0.078,17.99,4.92,4.23,2.21,4.59,-1.46,-2.2,-0.94,-2.29,1.75
570,24816675,7197245,CC1=NN=C2N(C1=O)N=C(S2)SCC3=CC(=CC=C3)Cl,Inactive,0,,,,,,,,,14.2,20,-1.43,,14.2,6.96,6.56,2.71,2.83,-1.43,-1.43,-0.89,-0.76,0.19
571,24809712,135455194,CN1C(=NN=C1SCC2=NC3=CC=CC=C3C(=O)N2)CCCC4=CC=C(C=C4)OC,Inactive,0,,,,,,,,,4.23,5,-0.17,1.25,3.86,0.47,4.23,2.28,-0.17,3.31,0.78,1.69,1.34,0.11
572,24823841,16195592,CC(C)S(=O)(=O)C1=NSC2=NC(=O)C(=C(N21)N)/C=C/3\C=NC4=CC=CC=C43,Inactive,0,,,,,,,,,22.04,20,-2.12,0.313,22.04,5.76,7.29,1.53,2.81,2.59,-2.12,4.86,-0.68,-1.24
573,24812948,16193843,CC(C)CSC1=NSC2=NC(=O)/C(=C\C3=COC4=CC=CC=C4C3=O)/C(=N)N21,Inactive,0,,,,,,,,,14.01,20,-0.01,0.039,14.01,4.78,1.4,1.57,0.96,4.17,2.3,1.72,2.07,-0.01
574,24814196,4321476,CC1C=CCC2C1C(=O)N(C2=O)C3=CC=CC(=C3)C(=O)N(CC=C)C4=CC=CC=C4,Inactive,0,,,,,,,,,8.5,20,-1.48,0.156,8.5,4.23,-0.23,-0.79,2.41,-1.38,1.3,-1.48,4.03,3.66
575,24837723,6224252,C1C(=O)NC2=CC=CC=C2N1C(=O)/C=C/C3=CC=C(C=C3)Cl,Inactive,0,,,,,,,,,9.11,10,-1.33,0.156,7.62,9.11,6.25,2.81,5.48,1.41,0.23,-1.33,1.78,1.11
576,24823353,5290452,C1=CC=C2C(=C1)N=C3N2C(=O)/C(=C/C4=CC(=C(C=C4)O)[N+](=O)[O-])/S3,Inactive,0,,,,,,,,,12.44,20,1.19,0.078,12.44,6.94,3.22,4.86,5.09,3,6.37,7.08,1.19,2.49
577,24822771,16195300,C/C(=C/1\SC(=S)NC1=O)/C/C(=C\2/SC(=S)NC2=O)/C,Inactive,0,,,,,,,,,7.55,0.313,-1.92,0.039,6.76,4.46,0.9,0.84,1.27,-1.41,7.55,0.41,1.94,-1.92
578,24823833,16195588,CS(=O)(=O)C1=NSC2=NC(=O)C(=C(N21)N)/C=C/3\C=NC4=CC=CC=C43,Inactive,0,,,,,,,,,23.54,10,-1.49,0.078,14.75,23.54,15.83,11.48,6.12,4.14,8.07,0.68,-1.49,2.83
579,24836771,1251198,COC1=CC=C(C=C1)C2=CSC(=C2C(=O)O)NC(=O)CC3=CC=CC4=CC=CC=C43,Inactive,0,,,,,,,,,24.89,20,-1,0.078,24.89,14.35,15.14,8.22,3.99,3.18,7.08,-0.75,-1,3.17
580,24790338,135433179,CC(CCC1=C(C=CS1)N=NC2=C(C=CC3=CC=CC=C32)O)CC(=O)O,Inactive,0,,,,,,,,,27.89,20,-0.33,0.078,27.89,3.4,-0.13,2.08,1.74,2.18,-0.23,0.48,-0.33,2.44
581,24821098,135439652,COC1=CC=CC(=C1)CN=C2NC3=CC=CC=C3CS2,Inactive,0,,,,,,,,,3.43,10,-1.97,0.039,-0.42,3.43,-1.28,-1.57,0.41,0.27,2.08,-0.02,-0.62,-1.97
582,24803916,1462669,C1=CC(=C(C(=C1)F)C(=O)NC2=NN=C(S2)SCC(=O)NC3=CC=C(C=C3)F)F,Inactive,0,,,,,,,,,5.25,10,-3.53,0.078,3.41,5.25,3.15,0.84,2.49,0.42,3.62,0.46,-3.53,0.43
583,24782149,5935139,COC1=CC(=C(C=C1)OC)/C=N\NC(=O)CC(=O)NCCC2=CC=CC=C2,Inactive,0,,,,,,,,,0.85,0.039,-6.3,0.078,-1.6,-2.8,-1.29,-4.38,-1.89,-4.96,-3.22,-4.09,-6.3,0.85
584,24839547,2490091,CCN(CC1=CC=NC=C1)CC2=C(C=CC3=C2C=CC(=C3)Br)O,Inactive,0,,,,,,,,,8.02,20,0.36,1.25,8.02,3.41,3.06,6.2,0.36,0.37,3.67,0.63,1.39,5.57
585,24786787,1010373,CCC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)COC3=CC4=CC=CC=C4C=C3,Inactive,0,,,,,,,,,25.72,20,0.31,0.039,25.72,13.23,9.22,8.34,4.97,4.8,5.28,2.06,1.17,0.31
586,24831511,2411008,CCC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)N3C(=CC(=N3)C)N,Inactive,0,,,,,,,,,7.82,5,-2.53,0.156,6.14,5.64,7.82,3.76,1.87,1.95,5.6,-2.53,2.53,-0.4
587,24830700,9614235,CN(/N=C/C1=CC=C(O1)P(C2=CC=C(O2)/C=N/N(C)C)C3=CC=C(O3)/C=N/N(C)C)C,Inactive,0,,,,,,,,,10.44,20,-0.45,0.625,10.44,5.54,1.6,3.21,9.83,-0.45,1.35,2.37,5.6,5.24
588,14744463,5154990,C1=CC=C(C=C1)C2=NON=C2OCCNCCNC3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-],Inactive,0,,,,,,,,,8.09,10,-1.38,0.078,6.24,8.09,-0.79,0.38,1.59,1.15,-1.07,0.01,-1.38,-0.77
589,24831731,4354530,CCCCCC1=NN=C(S1)NC(=O)C2COC3=CC=CC=C3O2,Inactive,0,,,,,,,,,17.91,20,1.14,0.039,17.91,14.44,10.99,14.6,4.73,15.92,3.81,2.64,2.21,1.14
590,24786892,1632308,C1=CC(=CC(=C1)NC(=O)CCCN2C(=O)/C(=C/C3=CC=CS3)/SC2=S)C(=O)O,Inactive,0,,,,,,,,,3.74,2.5,-0.72,0.078,1.7,1.93,1.21,3.74,1.98,0.6,1.37,0.58,-0.72,-0.65
591,24793663,5429429,C1=CC=C2C(=C1)C=CC(=C2/C=C/3\C(=O)N(C(=O)N3)CC4=CC=C(C=C4)F)OCC5=CC=C(C=C5)C(=O)O,Inactive,0,,,,,,,,,7.43,20,-0.76,0.625,7.43,2.06,2.15,-0.51,0.8,-0.76,0.05,1.41,1.91,-0.64
592,24836122,2318455,C1=CC=C(C=C1)/C(=C/C2=CC=C(O2)C3=CC=C(C=C3)F)/C(=O)O,Inactive,0,,,,,,,,,24.54,20,-2.54,0.039,24.54,15.53,5.5,2.84,3.54,0.57,2.06,2.1,0.42,-2.54
593,24829931,2337373,CC(C)(C1=CC=CC=C1NC)C2=CC(=NO2)C3=CC(=CC=C3)OC,Inactive,0,,,,,,,,,7.99,10,-2.12,0.039,7.83,7.99,4.35,0.55,1.79,0.47,3.05,-0.82,-1.47,-2.12
594,24823233,16195436,COC(=O)C1=C(SC=C1C2=CC=CC=C2)N3C(=O)NC4=CC=CC=C4N3O,Inactive,0,,,,,,,,,10.95,20,-0.41,0.313,10.95,3.33,6.28,1.71,1.03,1.82,-0.41,2.75,1.11,3.86
595,24780250,753815,C=CCC1=CC=CC2=C1OC(=O)C(=C2)C(=O)NC3=CC=CC=C3C(=O)O,Inactive,0,,,,,,,,,20.77,10,-0.18,0.156,17.35,20.77,19.04,11.34,10.62,8.99,11.3,-0.18,5.39,6.8
596,24783745,2965779,CC(=O)C1=CC=C(C=C1)N2CCN(CC2)C(=O)C3=CC(=NC4=C3C=C(C=C4)Br)C5=CN=CC=C5,Inactive,0,,,,,,,,,1.42,1.25,-2.79,0.313,0.41,-2.73,-0.41,0.82,1.42,-0.63,-2.79,-2.75,-1.06,-1.24
597,24782610,16187919,CCOC(=O)C1(CCN(CC1)CC2=C(C(=CC=C2)OC)O)CC3=CC(=CC=C3)OC,Inactive,0,,,,,,,,,24.78,20,-4.19,0.313,24.78,8.62,5.24,0.43,2.98,0.58,-4.19,0.1,1.43,-3.39
598,24835936,4961625,C1=CC=C2C(=C1)C=CC=C2CN3C=CSC3=NC(=O)CCl,Inactive,0,,,,,,,,,7.67,20,-1.64,0.078,7.67,6.77,1.92,1.84,2.76,3.85,0.2,-0.64,-1.64,-0.03
599,24801973,3111043,CCCCCCCCCCCC(=O)NC(C(C1=CC=CC=C1)O)C(=O)O,Inactive,0,,,,,,,,,11.51,20,0.07,0.078,11.51,5.87,4.57,4.05,4.16,1.43,1.4,2.01,0.07,0.99
600,24789670,1082730,CC1=C(SC(=C1C(=O)O)NC(=O)C2=CC(=C(C(=C2)OC)OC)OC)C,Inactive,0,,,,,,,,,26.02,20,-2.79,0.078,26.02,17.93,5.37,7.5,2.95,-1.64,-2.76,-0.53,-2.79,4.16
601,24813873,135472767,CCOC1=CC=C(C=C1)N2C3=C(C(=O)NC(=N3)SCC(=O)C(C)(C)C)SC2=S,Inactive,0,,,,,,,,,7.23,20,-3.15,0.039,7.23,-0.61,-0.61,-0.93,-0.31,-1.41,-2.17,1.74,-2.05,-3.15
602,24813871,135464881,CCOC1=CC=C(C=C1)N2C3=C(C(=O)NC(=N3)SCC(=O)OCC)SC2=S,Inactive,0,,,,,,,,,19.08,20,-4.55,0.313,19.08,5.91,1.42,-2.6,-1.57,-3.44,-4.55,-0.12,-1.8,-3.18
603,24780862,3102584,CCCCOC1=CC=C(C=C1)C(C(CN2CCCCC2)C3=CC=CC=C3)O,Inactive,0,,,,,,,,,12.5,20,-3.11,0.078,12.5,9.11,6.86,-2.39,-1.97,-0.22,2.5,-2.31,-3.11,1.54
604,24814113,16194226,CC\1=NC2=CC=CC=C2/C1=C/C3=C(N4C(=NC3=O)SN=C4S(=O)(=O)C(C)C)N,Inactive,0,,,,,,,,,19,20,-0.46,0.313,19,8.31,4.48,5.46,5.08,1.79,-0.46,4.04,0.12,5.11
605,24806180,5367020,C1=CC=C(C=C1)/C=C/C2=NC3=CC=CC=C3C(=O)O2,Inactive,0,,,,,,,,,16.63,20,-3.68,0.078,16.63,13.56,5.17,6.32,1.17,1.25,-1.97,-0.23,-3.68,-1.35
606,24814124,16194233,CCOC1=CC=C(C=C1)N2C(=CC(=C2C)/C=C\3/C(=N)N4C(=NC3=O)SN=C4S(=O)(=O)C)C,Inactive,0,,,,,,,,,25.46,20,-0.6,0.078,25.46,15.53,12.41,4.15,1.87,1.28,4.47,0.86,-0.6,-0.08
607,24814114,16194227,CC1=CC(=C(N1C2=CC(=CC=C2)OC)C)/C=C\3/C(=N)N4C(=NC3=O)SN=C4S(=O)(=O)C,Inactive,0,,,,,,,,,19.56,20,-2.28,0.625,19.56,10.26,8.18,5.87,2.29,-2.28,-1.2,2.29,0.28,0.34
608,24803725,135454414,C1=CC=C(C=C1)C2=CSC(=N2)N/N=C\C3=CC(=C(C=C3)O)[N+](=O)[O-],Inactive,0,,,,,,,,,26.08,20,-2.9,0.156,26.08,12.43,7.35,0.91,3.06,0.06,-1.49,-2.9,1.39,0.06
609,24811255,4037146,C1=CC=C(C=C1)C(C2=CC=CC=C2)N3C=C(C(=O)NC3=O)Br,Inactive,0,,,,,,,,,18.67,20,0.99,0.039,18.67,10.91,10.15,10.17,3.11,2.55,4.8,1.06,1.17,0.99
610,24803726,727850,C1=CC2=C(C(=O)N=C2C=C1)C3=C(N=C(S3)NC4=CC=C(C=C4)O)O,Inactive,0,,,,,,,,,14.84,20,2.44,0.039,14.84,7.12,11.11,10.78,4.16,3.43,4.35,2.76,5.03,2.44
611,24832725,2082918,C1CCN(C1)S(=O)(=O)C2=C(C=CC(=C2)C(=O)NC3=NCCS3)Cl,Inactive,0,,,,,,,,,12.35,20,-0.17,2.5,12.35,4.9,6.38,-0.17,5.48,2.36,5.93,7.65,1.43,4.63
612,24787381,1325865,C1=CC(=CC(=C1)NC(=S)NC(=O)C2=CC=C(O2)C3=CC=C(C=C3)Cl)C(=O)O,Inactive,0,,,,,,,,,29.95,20,-1.99,0.039,29.95,14.52,17.93,5.59,4.78,3.47,2.38,-1.63,0.23,-1.99
613,24782730,135448713,C=CCOC1=C(C=C(C=C1)Br)/C=C/2\C(=O)NC(=NC3=CC=C(C=C3)C(=O)O)S2,Inactive,0,,,,,,,,,10.15,20,-4.84,0.039,10.15,3.38,4.3,-0.09,2.16,-2.41,-0.23,1.6,0.49,-4.84
614,24836002,9644363,C1=CC=C(C=C1)COC2=CC=C(C=C2)/C=N/NC3=CC(=C(C=C3)Cl)C(=O)O,Inactive,0,,,,,,,,,19.71,20,1.02,0.039,19.71,12.12,8.91,9.56,4.85,1.68,1.85,4.79,8.71,1.02
615,24781409,56642951,C1=CC(=CC=C1/C=N/NC2=NC(=CS2)C(=O)O)Br.Br,Inactive,0,,,,,,,,,8.09,20,0.21,0.039,8.09,6.76,5.31,7.15,2.99,1.38,3.08,0.97,2.76,0.21
616,24784057,135460497,CC1=CC(=C(C=C1)C)CN2C3=C(C(=O)NC(=N3)C(=O)NC4=CC=C(C=C4)F)N=N2,Inactive,0,,,,,,,,,11.89,20,0.08,10,11.89,0.08,10.37,2.98,3.2,6.93,5.3,3.12,0.37,1.63
617,24813872,135472766,CCCCN(CC)C(=O)CSC1=NC2=C(C(=O)N1)SC(=S)N2C3=CC=C(C=C3)OCC,Inactive,0,,,,,,,,,18.45,20,-0.87,0.039,18.45,8.65,4.71,1.45,2.73,3.98,1.43,0.15,1.19,-0.87
618,24813053,4647535,CCOC1=CC=C(C=C1)N2C(=O)C3=C(NC2=O)SC4=C3CCCC4,Inactive,0,,,,,,,,,16.61,20,2.4,0.039,16.61,12.78,8.92,7.31,4,,2.92,6.11,2.77,2.4
619,24833605,4272400,CC1CC2=CC=CC=C2N1S(=O)(=O)C3=CC=CC(=C3)C(=O)N4CCN(CC4)C5=NC=CC=N5,Inactive,0,,,,,,,,,19.39,20,-1.72,0.039,19.39,13.46,1.8,2.29,3.08,2.1,-0.23,1.85,2.21,-1.72
620,24838099,4542341,CC1=CC(=CC=C1)N2C3=C(C(=N2)C)C(=CC(=N3)C4=CC=CS4)C(=O)O,Inactive,0,,,,,,,,,24.93,20,-3.6,0.039,24.93,12.38,3.42,0.46,5.9,-2.46,0.97,0.42,-0.95,-3.6
621,24788807,5346505,C1=CC(=C(C=C1C2=CC=C(O2)/C=N/NC3=NC=C(C=C3)[N+](=O)[O-])C(=O)O)Cl,Inactive,0,,,,,,,,,21.35,20,1.43,0.156,21.35,15.65,8.07,3.93,2.84,3.91,4.35,1.43,2.36,1.46
622,24796342,1014343,C1CCC(=CC1)CCNC(=S)NC(=O)C2=CC=CC=C2Br,Inactive,0,,,,,,,,,28.54,20,-2.34,0.078,28.54,17.14,10.21,7.76,8.12,0.24,0.1,1.55,-2.34,4.18
623,24785796,135460534,CC1=CC=CC=C1N=C2NC(=O)/C(=C/C3=CC=CN3C4=CC=CC(=C4)C(=O)O)/S2,Inactive,0,,,,,,,,,21.29,20,-4.08,0.078,21.29,11.87,-1.57,-0.51,2.78,-3.03,-2.79,-2.42,-4.08,-1.88
624,24830026,4598238,C1CCC(CC1)(CNCC(COC2=C(C=C(C=C2)Cl)Cl)O)N3CCCCC3,Inactive,0,,,,,,,,,11.6,20,1.94,0.078,11.6,6.65,2.76,3.86,4.73,4.04,5.09,3.63,1.94,2.86
625,24821891,1474605,CC1=CC(=CC=C1)SC2=NC(=NC=C2C(=O)O)C3=CC=CC=C3,Inactive,0,,,,,,,,,10.32,5,0.09,0.039,7.57,10.29,10.32,6.64,3.7,2.12,3.1,1.28,2.61,0.09
626,24826312,135439848,C1=CC=C2C(=C1)C(=C(N(C2=O)C3=CC=CC=C3Cl)O)/C=N/NC(=O)C4=CN=CC=C4,Inactive,0,,,,,,,,,26.02,20,-3.04,0.039,26.02,15.6,9.14,4.88,1.67,0.58,-2.96,-0.37,-2.95,-3.04
627,24789650,1092438,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NC3=NC(=CS3)C4=CC=C(C=C4)OC,Inactive,0,,,,,,,,,14.25,20,-1.73,0.039,14.25,9.77,8.11,2.57,5.33,4.8,4.64,1.77,2.76,-1.73
628,24823123,16195402,CC(C)S(=O)(=O)C1=NSC2=NC(=O)/C(=C\C3=CC=C(O3)C4=CC(=CC=C4)C(=O)O)/C(=N)N21,Inactive,0,,,,,,,,,24.18,20,-0.65,0.039,24.18,5.98,2.1,1.03,-0.33,0.75,6.7,0.05,2.11,-0.65
629,24825202,3973770,CCOC1=CC2=C(C=C1)N=C(S2)NC(=O)C3=NN(C(=O)CC3)C4=CC=CC=C4,Inactive,0,,,,,,,,,25.01,20,-1.33,0.625,25.01,7.21,0.68,-0.11,-0.14,-1.33,1.82,0.73,1.24,1.46
630,24789045,5348583,CC1=CC(=CC=C1)/C(=N/OC(=O)COC2=CC=C(C=C2)Cl)/N,Inactive,0,,,,,,,,,5.92,20,-2.82,0.625,5.92,3.38,-0.96,-1.74,2.73,-2.82,2.38,-2.7,-1.96,2.57
631,24820894,1120458,CC1=CC(=C(C=C1C)[N+](=O)[O-])C2=CC=C(O2)/C=C\3/C(=C(C(=O)NC3=O)C#N)C,Inactive,0,,,,,,,,,7.9,5,-2.77,0.039,4.65,1.37,7.9,1.08,-1.6,,2.58,-0.62,0.73,-2.77
632,24823515,16195500,C1=CC=C(C=C1)C2=CSC3=NC(=O)/C(=C\C4=CC=C(O4)C5=CC(=CC=C5)C(=O)O)/C(=N)N23,Inactive,0,,,,,,,,,16.84,20,-4.63,0.625,16.84,4.05,-0.76,-1.58,-2.29,-4.63,-0.87,1.71,-2.1,0.87
633,24822933,135439704,C1=CC=C2C(=C1)C(=C(C3=NC4=CC=CC=C4N=C23)C5=CC=C(C=C5)[N+](=O)[O-])O,Inactive,0,,,,,,,,,29.53,5,0.08,0.039,25.75,20,29.53,20.76,17.64,7.75,7.87,7.52,1.78,0.08
634,24819423,1488502,C1=CC(=CC(=C1)Cl)NC(=O)NC2=NC(=NC=C2)C3=CN=CC=C3,Inactive,0,,,,,,,,,27.41,1.25,3.63,0.078,,,23.91,,27.41,26.13,15.76,8.61,3.63,4.01
635,24810551,5875182,CC\1=NC2=CC=CC=C2/C1=C/C3=C(N4C(=NC3=O)SN=C4SC)N,Inactive,0,,,,,,,,,23.02,20,0,0.156,23.02,12.96,7.61,3.52,3.8,4.09,1.77,0,0.77,1.78
636,24828723,9627689,C/C(=N\NC1=NC2=CC=CC=C2N1)/C3=CC4=C(C=C3)OCO4,Inactive,0,,,,,,,,,8.76,20,-2.8,0.625,8.76,1.83,3.82,1.6,-1.77,-2.8,-1.75,-2.68,0.3,0.85
637,24779519,5875181,CSC1=NSC2=NC(=O)C(=C(N21)N)/C=C/3\C=NC4=CC=CC=C43,Inactive,0,,,,,,,,,20.53,20,-3.86,0.039,20.53,12.74,8.31,5.8,2.16,0.68,-1.3,4.75,5.25,-3.86
638,24819661,135411154,CC1=C(C(=O)NC(=N1)SC)CCO,Inactive,0,,,,,,,,,6.86,0.078,-0.48,2.5,3.71,2.85,2.3,-0.48,0.09,2.62,1.81,0.37,6.86,3.36
639,24810809,4604212,CN(C1=CC=C(C=C1)Br)C(=O)C2=COC(=O)C3=CC=CC=C32,Inactive,0,,,,,,,,,18.41,20,-1.62,0.156,18.41,8.99,4.83,-0.79,1.22,2.85,2.13,-1.62,-0.67,-0.38
